NCT03301831	18 Years and older   	null	Adult	null
NCT03298997	18 Years to 80 Years   	null	Adult	null
NCT03297151	18 Years to 35 Years   	null	Adult	null
NCT03275896	21 Years to 85 Years   	null	Adult	null
NCT03274518	18 Years to 65 Years   	null	Adult	null
NCT03273699	18 Years to 60 Years   	null	Adult	null
NCT03256461	18 Years and older   	null	Adult	null
NCT03245853	14 Years to 40 Years   	Child	null	null
NCT03239808	18 Years and older   	null	Adult	null
NCT03238768	up to 30 Weeks   	Child	null	null
NCT03235739	18 Years and older   	null	Adult	null
NCT03234569	18 Years to 50 Years   	null	Adult	null
NCT03230890	18 Years and older   	null	Adult	null
NCT03230656	18 Years to 65 Years   	null	Adult	null
NCT03227614		Child	null	null
NCT03196349	18 Years and older   	null	Adult	null
NCT03192020	18 Years to 80 Years   	null	Adult	null
NCT03036592	18 Years to 65 Years   	null	Adult	null
NCT02948023	18 Years to 60 Years   	null	Adult	null
NCT02814123	18 Years and older   	null	Adult	null
NCT02724163	up to 17 Years   	Child	null	null
NCT02479100	18 Years to 85 Years   	null	Adult	null
NCT03799237	18 Years and older   	null	Adult	null
NCT03759795	21 Years to 75 Years   	null	Adult	null
NCT03750409	50 Years to 85 Years   	null	Adult	null
NCT03736031	18 Years to 100 Years   	null	Adult	null
NCT03726437	18 Years to 20 Years   	null	Adult	null
NCT03706014	5 Years and older   	Child	null	null
NCT03695679	18 Years and older   	null	Adult	null
NCT03669432	18 Years to 70 Years   	null	Adult	null
NCT03658941	18 Years to 75 Years   	null	Adult	null
NCT03657212	60 Years to 75 Years   	null	Adult	null
NCT03648086	18 Years to 65 Years   	null	Adult	null
NCT03647449	18 Years to 35 Years   	null	Adult	null
NCT03635775	7 Years to 21 Years   	Child	null	null
NCT02029937	18 Years and older   	null	Adult	null
NCT03593356	18 Years and older   	null	Adult	null
NCT03588806	21 Years to 65 Years   	null	Adult	null
NCT03588572	18 Years to 75 Years   	null	Adult	null
NCT03574376	18 Years and older   	null	Adult	null
NCT03551860	18 Years and older   	null	Adult	null
NCT03532360	6 Years to 18 Years   	Child	null	null
NCT03526484	18 Years and older   	null	Adult	null
NCT03523000	30 Years and older   	null	Adult	null
NCT03522974	30 Years to 65 Years   	null	Adult	null
NCT03522337	2 Years to 6 Years   	Child	null	null
NCT03518255	18 Years and older   	null	Adult	null
NCT03517852	18 Years and older   	null	Adult	null
NCT03511443	5 Years and older   	Child	null	null
NCT03505658	6 Years to 18 Years   	Child	null	null
NCT03500172	18 Years and older   	null	Adult	null
NCT03481296	50 Years to 75 Years   	null	Adult	null
NCT03454308	21 Years to 59 Years   	null	Adult	null
NCT03437876	18 Years to 50 Years   	null	Adult	null
NCT03435588	18 Years and older   	null	Adult	null
NCT03426683	18 Years to 65 Years   	null	Adult	null
NCT03422159	18 Years and older   	null	Adult	null
NCT03420846	18 Years and older   	null	Adult	null
NCT03383731	18 Years to 75 Years   	null	Adult	null
NCT03376685	45 Years to 70 Years   	null	Adult	null
NCT03376100	18 Years and older   	null	Adult	null
NCT03365609	6 Years to 18 Years   	Child	null	null
NCT03360968	18 Years to 80 Years   	null	Adult	null
NCT03343431	18 Years and older   	null	Adult	null
NCT03340103	24 Weeks to 32 Weeks   	Child	null	null
NCT03338374	18 Years and older   	null	Adult	null
NCT03337971	50 Years to 70 Years   	null	Adult	null
NCT03336372	18 Years and older   	null	Adult	null
NCT03326934	18 Years to 65 Years   	null	Adult	null
NCT03306173	18 Years to 65 Years   	null	Adult	null
NCT03287635	18 Years and older   	null	Adult	null
NCT03265574	18 Years and older   	null	Adult	null
NCT01785719	18 Years to 38 Years   	null	Adult	null
NCT03232554	18 Years to 50 Years   	null	Adult	null
NCT01739933	18 Years and older   	null	Adult	null
NCT03085784	18 Years and older   	null	Adult	null
NCT03083366	18 Years to 100 Years   	null	Adult	null
NCT03009539	12 Years to 16 Years   	Child	null	null
NCT02744768	18 Years and older   	null	Adult	null
NCT01447628	16 Years to 75 Years   	Child	null	null
NCT02188121	18 Years to 89 Years   	null	Adult	null
NCT03740243	18 Years and older   	null	Adult	null
NCT03629496	18 Years and older   	null	Adult	null
NCT03622437	18 Years and older   	null	Adult	null
NCT03616639	18 Years and older   	null	Adult	null
NCT03564080		Child	null	null
NCT03544853	18 Years to 64 Years   	null	Adult	null
NCT03543774	18 Years and older   	null	Adult	null
NCT03519568	6 Months to 12 Months   	Child	null	null
NCT03519087	18 Years and older   	null	Adult	null
NCT03440099	65 Years to 75 Years   	null	null	Older Adult
NCT03437811	18 Years to 55 Years   	null	Adult	null
NCT03423095	60 Years to 89 Years   	null	Adult	null
NCT03406039	18 Years to 35 Years   	null	Adult	null
NCT03397277	18 Years to 60 Years   	null	Adult	null
NCT03375580	18 Years to 75 Years   	null	Adult	null
NCT03373240	18 Years to 50 Years   	null	Adult	null
NCT03369145	18 Years to 40 Years   	null	Adult	null
NCT03337581	3 Years to 9 Years   	Child	null	null
NCT03335722	18 Years to 45 Years   	null	Adult	null
NCT03333473	15 Years to 49 Years   	Child	null	null
NCT03331978	18 Years and older   	null	Adult	null
NCT03255707	4 Years to 30 Years   	Child	null	null
NCT03208530	65 Years and older   	null	null	Older Adult
NCT02781064	16 Years and older   	Child	null	null
NCT03664934	18 Years to 63 Years   	null	Adult	null
NCT03584490	18 Years and older   	null	Adult	null
NCT03558828	18 Years to 70 Years   	null	Adult	null
NCT03556371	18 Years and older   	null	Adult	null
NCT03529981	18 Years to 58 Years   	null	Adult	null
NCT03422562	23 Weeks to 29 Weeks   	Child	null	null
NCT03394495	70 Years and older   	null	null	Older Adult
NCT03304444	18 Years to 99 Years   	null	Adult	null
NCT03686748	10 Years to 17 Years   	Child	null	null
NCT02018367	18 Years and older   	null	Adult	null
NCT03538418	65 Years and older   	null	null	Older Adult
NCT03397160	18 Years and older   	null	Adult	null
NCT03388970	18 Years to 65 Years   	null	Adult	null
NCT03376854	18 Years to 80 Years   	null	Adult	null
NCT03234543	18 Years and older   	null	Adult	null
NCT03230942	55 Years to 90 Years   	null	Adult	null
NCT02982772	18 Years and older   	null	Adult	null
NCT02529644	18 Years to 64 Years   	null	Adult	null
NCT03326596	18 Years to 54 Years   	null	Adult	null
NCT03543644	18 Years to 75 Years   	null	Adult	null
NCT03507400	18 Years and older   	null	Adult	null
NCT03286153	12 Years and older   	Child	null	null
